netflix_titles.csv/show_id,netflix_titles.csv/type,netflix_titles.csv/title,netflix_titles.csv/director,netflix_titles.csv/cast,netflix_titles.csv/country,netflix_titles.csv/date_added,netflix_titles.csv/release_year,netflix_titles.csv/rating,netflix_titles.csv/duration,netflix_titles.csv/listed_in,netflix_titles.csv/description
b's8753',b'Movie',b'Wish Man',b'Theo Davies',"b'Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo, Frank Whaley, Robert Pine, Fay Masterson, Steven Michael Quezada, Bruce Davison, Dale Dickey, Kenny Roberts, Colin Edwards, Casey Stoner, Freddie Spencer'",b'United States',2019-12-03,2019,b'TV-14',b'108 min',"b'Children & Family Movies, Dramas'","b'After surviving a life-threatening accident, a troubled cop finds new purpose when he bonds with a terminally ill little boy. Based on a true story.'"
b's8754',b'Movie',b'Withdrawn',b'Adrian Murray',"b'Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt'",b'Canada',2018-05-01,2017,b'TV-MA',b'74 min',"b'Dramas, Independent Movies'","b'Unable to pay bills and unwilling to change his slacker lifestyle, twentysomething Aaron hatches a defrauding scheme when he finds a lost credit card.'"
b's8755',b'Movie',b'Wolves',b'Bart Freundlich',"b'Michael Shannon, Carla Gugino, Taylor John Smith, Chris Bauer, John Douglas Thompson, Zazie Beetz, Wayne Duvall, Christopher Meyer, Richard Kohnke'",b'United States',2019-03-29,2016,b'R',b'109 min',"b'Dramas, Independent Movies, Sports Movies'","b""A promising high school basketball player has his eye on an Ivy League scholarship. But his father's secret addictions could ruin everything."""
b's8756',b'TV Show',b'Women Behind Bars',,,b'United States',2016-11-01,2010,b'TV-14',b'3 Seasons',"b'Crime TV Shows, Docuseries'","b'This reality series recounts true stories of women who have been convicted for murder, including an in-depth examination of each crime.'"
b's8757',b'Movie',b'Woodstock',b'Barak Goodman',,b'United States',2019-08-13,2019,b'TV-MA',b'97 min',"b'Documentaries, Music & Musicals'","b'For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.'"
b's8758',b'Movie',b'World Trade Center',b'Oliver Stone',"b'Nicolas Cage, Michael Pe\xc3\xb1a, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother'",b'United States',2019-11-20,2006,b'PG-13',b'129 min',"b'Action & Adventure, Dramas'","b""Working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse."""
b's8759',b'TV Show',"b""World's Busiest Cities""",,"b'Anita Rani, Ade Adepitan, Dan Snow'",b'United Kingdom',2019-02-01,2017,b'TV-PG',b'1 Season',"b'British TV Shows, Docuseries'","b'From Moscow to Mexico City, three BBC journalists delve into the inner workings of some of the most burgeoning metropolises on Earth.'"
b's8760',b'Movie',"b""World's Weirdest Homes""",b'Storm Theunissen',b'Charlie Luxton',,2019-02-01,2015,b'TV-PG',b'49 min',b'Movies',"b'From a bubble-shaped palace to an island built on plastic bottles, tour the world\xe2\x80\x99s most fantastically bizarre residences.'"
b's8761',b'Movie',b'Would You Rather',b'David Guy Levy',"b'Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj, Sasha Grey, John Heard, Charlie Hofheimer, Logan Miller, June Squibb, Eddie Steeples, Robin Lord Taylor, Robb Wells'",b'United States',2019-06-05,2013,b'TV-MA',b'93 min',"b'Horror Movies, Independent Movies, Thrillers'","b'In need of cash to help her sick brother, a young woman agrees to take part in a lethal winner-takes-all parlor game hosted by a sadistic millionaire.'"
b's8762',b'Movie',b'Wrong No.',b'Yasir Nawaz',"b'Javed Sheikh, Danish Taimoor, Janita Asma, Nayyar Ejaz, Qavi Khan, Shafqat Cheema, Sohai Ali Abro, Nadeem Jafri'",b'Pakistan',2017-07-01,2015,b'TV-14',b'133 min',"b'Comedies, International Movies, Romantic Movies'",b'Two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones.'
b's8763',b'Movie',b'Wrong Side Raju',b'Mikhil Musale',"b'Pratik Gandhi, Kimberley Louisa McBeath, Asif Basra, Kavi Shastri, Hetal Puniwala, Ragi Jani, Makarand Shukla, Alok Gagdekar, Jayesh More, Siddharth Randeria, Kenneth Desai'",b'India',2017-10-01,2016,b'TV-MA',b'140 min',"b'Dramas, International Movies'",b'The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.'
b's8764',b'Movie',b'WWII: Report from the Aleutians',b'John Huston',,b'United States',2017-03-31,1943,b'TV-PG',b'45 min',b'Documentaries',b'Filmmaker John Huston narrates this Oscar-nominated World War II-era film about life among the U.S. soldiers protecting Alaska\xe2\x80\x99s Aleutian Islands.'
b's8765',b'Movie',b'Wyatt Earp',b'Lawrence Kasdan',"b""Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore""",b'United States',2020-01-01,1994,b'PG-13',b'191 min',b'Action & Adventure',"b'Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.'"
b's8766',b'Movie',b'XX',"b'Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama'","b'Natalie Brown, Jonathan Watton, Melanie Lynskey, Lindsay Burdge, Sheila Vand, Casey Adams, Breeda Wool, Angela Trimbur, Morgan Krantz, Christina Kirk, Kyle Allen, Mike Doyle'","b'Canada, United States'",2017-06-22,2017,b'R',b'81 min',b'Horror Movies',b'This four-part anthology of short horror films features stories that include some traditional themes but all are shown from a female point of view.'
b's8767',b'Movie',b'XXx',b'Rob Cohen',"b'Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Danny Trejo, Michael Roof, Tom Everett, Richy M\xc3\xbcller, William Hope, Werner Daehn'",b'United States',2019-01-01,2002,b'PG-13',b'124 min',"b'Action & Adventure, Sports Movies'",b'A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.'
b's8768',b'Movie',b'XXX: State of the Union',b'Lee Tamahori',"b'Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John Gleeson Connolly'",b'United States',2019-01-01,2005,b'PG-13',b'101 min',b'Action & Adventure',"b'In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.'"
b's8769',b'Movie',b'Y Tu Mam\xc3\xa1 Tambi\xc3\xa9n',b'Alfonso Cuar\xc3\xb3n',"b'Maribel Verd\xc3\xba, Gael Garc\xc3\xada Bernal, Diego Luna, Daniel Gim\xc3\xa9nez Cacho, Ana L\xc3\xb3pez Mercado, Nathan Grinberg, Ver\xc3\xb3nica Langer, Mar\xc3\xada Aura, Giselle Audirac, Arturo R\xc3\xados, Andr\xc3\xa9s Almeida, Diana Bracho, Emilio Echevarr\xc3\xada'",b'Mexico',2017-06-01,2001,b'R',b'106 min',"b'Dramas, Independent Movies, International Movies'","b'When rich teens Tenoch and Julio meet the alluring, older Luisa, they try to impress her with stories of a road trip, then convince her to join them.'"
b's8770',b'Movie',b'Y.M.I.: Yeh Mera India',b'N. Chandra',"b'Anupam Kher, Atul Kulkarni, Aakash Pandey, Milind Gunaji, Perizaad Zorabian, Smiley Suri, Parvin Dabas, Rajit Kapoor, Purab Kohli, Rajpal Yadav, Sarika, Sayaji Shinde, Seema Biswas, Vijay Raaz, Ashwin Mushran, Veerendra Saxena, Siddhant Karnick'",b'India',2018-03-01,2008,b'TV-MA',b'137 min',"b'Dramas, Independent Movies, International Movies'","b'The lives of a middle-aged soap opera addict, an ambitious career woman, a fervent activist and nine others from different walks of Indian life intersect in Mumbai. But this vibrant melting pot threatens to bubble over with bias and bigotry.'"
b's8771',b'Movie',b'Yaadein',b'Subhash Ghai',"b'Jackie Shroff, Hrithik Roshan, Kareena Kapoor, Amrish Puri, Kiran Rathod, Rati Agnihotri, Supriya Karnik, Anang Desai'",b'India',2018-03-01,2001,b'TV-14',b'171 min',"b'Dramas, International Movies, Romantic Movies'","b""Two young lovers set out to overcome the obstacles that stand in the way of their marriage, beginning with the objections of the girl's father."""
b's8772',b'Movie',b'Yaara O Dildaara',b'Ksshitij Chaudhary',"b'Harbhajan Mann, Tulip Joshi, Kabir Bedi, Gulzar Chahal, Jonita, Gurpreet Ghuggi, Gurpreet Grewal, Neena Cheema, Sunita Dhir'",b'India',2017-11-01,2011,b'TV-14',b'132 min',"b'Dramas, International Movies, Music & Musicals'","b""The patriarch of a wealthy family with one industrious son and one who's a playboy arranges for the marriage of one to the woman the other loves."""
b's8773',b'Movie',b'Yamla Pagla Deewana 2',b'Sangeeth Sivan',"b'Dharmendra, Sunny Deol, Bobby Deol, Neha Sharma, Kristina Akheeva, Annu Kapoor, Johnny Lever, Sucheta Khanna, Aidan Cook, Anupam Kher'",b'India',2017-05-01,2013,b'TV-14',b'147 min',"b'Action & Adventure, Comedies, International Movies'","b'Up to his old tricks, con man Dharam poses as a millionaire to get his younger son married to the daughter of a wealthy businessman.'"
b's8774',b'Movie',b'Yanda Kartavya Aahe',b'Kedar Shinde',"b'Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende'",b'India',2018-01-01,2006,b'TV-PG',b'151 min',"b'Comedies, Dramas, International Movies'","b""Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?"""
b's8775',b'Movie',b'\xd9\x8a\xd9\x88\xd9\x85 \xd8\xa7\xd9\x84\xd8\xaf\xd9\x8a\xd9\x86',b'Abu Bakr Shawky',"b'Rady Gamal, Ahmed Abdelhafiz, Shahira Fahmy, Shehab Ibrahim, Mohamed Abd El Azim, Osama Abdullah, Khaled Raafat, Mohamed Qishta, Shoq Emara, Mahmoud Fares'","b'Egypt, Austria, United States'",2019-10-22,2018,b'TV-14',b'97 min',"b'Dramas, Independent Movies, International Movies'","b'A man cured of leprosy and a young orphan leave their colony for the first time to travel across Egypt, hoping to find the families they lost.'"
b's8776',b'TV Show',b'Yeh Meri Family',,"b'Vishesh Bansal, Mona Singh, Akarsh Khurana, Ahan Nirban, Ruhi Khan, Prasad Reddy, Revathi Pillai'",b'India',2018-08-31,2018,b'TV-PG',b'1 Season',"b'International TV Shows, TV Comedies'","b'In the summer of 1998, middle child Harshu balances school, family, friendship and other challenges of growing up.'"
b's8777',b'Movie',b'Yellowbird',b'Christian De Vita',"b'Dakota Fanning, Seth Green, Christine Baranski, Zachary Gordon, Richard Kind, Danny Glover, Elliott Gould, Ryan Lee, Jim Rash, Yvette Nicole Brown, Kostja Ullmann'","b'France, Belgium'",2015-08-05,2014,b'PG',b'90 min',"b'Children & Family Movies, Comedies'","b'An orphaned bird tags along with a flock on their long migration to Africa and becomes a hero when his newfound ""family"" runs into trouble.'"
b's8778',b'Movie',b'Yes or No',b'Saratswadee Wongsomphet',"b'Sushar Manaying, Supanart Jittaleela, Arisara Thongborisut, Soranut Yupanun, Inthira Yeunyong'",b'Thailand',2018-12-06,2010,b'TV-PG',b'111 min',"b'International Movies, LGBTQ Movies, Romantic Movies'","b'Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her.'"
b's8779',b'Movie',b'Yes or No 2',b'Saratswadee Wongsomphet',"b'Supanart Jittaleela, Sushar Manaying, Nisa Boonsantear, Apittha Khlaiudom, Apapattra Meesang'",b'Thailand',2018-11-08,2012,b'TV-PG',b'112 min',"b'International Movies, LGBTQ Movies, Romantic Movies'","b'No longer university girls, Kim and Pie face new hurdles in their relationship, including work, new friends and other distractions.'"
b's8780',b'Movie',b'Yes or No 2.5',b'Kirati Nakintanon',"b'Supanart Jittaleela, Pimpakan Bangchawong, Chansakorn Kittiwattanakorn, Sunanta Yoonniyom'",b'Thailand',2018-11-08,2015,b'TV-PG',b'107 min',"b'International Movies, LGBTQ Movies, Romantic Movies'","b'Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door, bringing up past heartaches and new attractions.'"
b's8781',b'TV Show',b'Yo-Kai Watch',,"b'Johnny Yong Bosch, J.W. Terry, Alicyn Packard, Melissa Hutchison, Pierre Holloway, Brent Pendergrass'",b'United States',2016-04-01,2015,b'TV-Y7',b'1 Season',"b""Anime Series, Kids' TV""","b'Nate frees a mythical being trapped in a magic capsule, and the two new friends have adventures with all sorts of troublesome supernatural creatures.'"
b's8782',b'Movie',b'Yo-Kai Watch: The Movie',b'Mark Risley',"b""Johnny Yong Bosch, Joey D'Auria, Alicyn Packard, Melissa Hutchison, Paul Greenberg, Brent Pendergrass""","b'Japan, United States'",2016-12-01,2016,b'TV-Y7',b'96 min',"b'Anime Features, Children & Family Movies'","b""Nate's special Yo-Kai Watch is missing. He travels back in time to meet the watch's inventor, his grandfather. Together, they must restore history!"""
b's8783',b'Movie',b'Yoga Hosers',b'Kevin Smith',"b'Harley Quinn Smith, Lily-Rose Depp, Johnny Depp, Justin Long, Austin Butler, Tyler Posey, Stan Lee, Jason Mewes, Adam Brody, Haley Joel Osment, Genesis Rodriguez'",b'United States',2016-12-02,2016,b'PG-13',b'88 min',"b'Comedies, Horror Movies, Independent Movies'","b'With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis.'"
b's8784',b'TV Show',b'Yoko',,"b'Eileen Stevens, Alyson Leigh Rosenfeld, Sarah Natochenny, H.D. Quinn'",,2018-06-23,2016,b'TV-Y',b'1 Season',"b""Kids' TV""","b""Friends Mai, Oto and Vik's games at the park become magical adventures, thanks to Yoko, who can turn playgrounds into spaceships and camping sites."""
b's8785',b'Movie',b'Yoko and His Friends',,"b'Eileen Stevens, Alyson Leigh Rosenfeld, Sarah Natochenny, H.D. Quinn'","b'Russia, Spain'",2018-06-23,2015,b'TV-Y',b'78 min',b'Children & Family Movies',"b'Vik meets new friends in a new city, where they go on exciting adventures together with a magical being. But soon, his family must move again.'"
b's8786',b'TV Show',b'YOM',,"b'Sairaj, Devyani Dagaonkar, Ketan Singh, Mayur Vyas, Ketan Kava'",,2018-06-07,2016,b'TV-Y7',b'1 Season',"b""Kids' TV""","b'With the mind of a human being, and the body of whichever animal he chooses to be, a young boy protects the world from danger.'"
b's8787',b'Movie',b'You Can Tutu',b'James Brown',"b""Lily O'Regan, Jeannettsy Enriquez Borges, Joeley Gibson, Zahra Hassan Malik, Cleo Badcock, Stuart Manning, Ali Bastian, Amanda Holt""",b'United Kingdom',2017-12-31,2017,b'TV-G',b'87 min',b'Children & Family Movies',b'A gifted young ballet dancer struggles to find her footing in an uptight ballet school that brings her and her family to a brand-new neighborhood.'
b's8788',b'Movie',b'You Can\xe2\x80\x99t Fight Christmas',b'Kenny Young',"b'Brely Evans, Andra Fuller, Persia White, Porscha Coleman, Travis Winfrey, Nathan Davis Jr., Dedrick Bonner, Matthew Jones, Larry Poindexter, Richard Gant, Marla Gibbs'",b'United States',2017-12-19,2017,b'TV-PG',b'85 min',"b'Comedies, Romantic Movies'","b""After stepping in to revitalize his family's hotel, a money-minded businessman clashes with the hotel's cheery, Christmas-loving decorator."""
b's8789',b'Movie',b'You Carry Me',b'Ivona Juka',"b'Lana Baric, Vojislav Brajovic, Natasa Janjic, Goran Hajdukovic, Helena Beljan, Juraj Dabic, Natasa Dorcic, Sebastian Cavazza, Ana Begic, Krunoslav Saric'","b'Croatia, Slovenia, Serbia, Montenegro'",2016-07-01,2015,b'TV-MA',b'157 min',"b'Dramas, International Movies'","b""A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's."""
b's8790',b'Movie',b'You Changed My Life',b'Cathy Garcia-Molina',"b'John Lloyd Cruz, Sarah Geronimo, Rayver Cruz, Dante Rivero, Rowell Santiago, Al Tantay, Irma Adlawan, Bernard Palanca, Matet De Leon, Joross Gamboa'",b'Philippines',2019-02-27,2009,b'TV-PG',b'116 min',"b'Comedies, Dramas, International Movies'","b""Laida and Miggy think they've found perfect happiness with each other, until their burgeoning careers force them into a long-distance relationship."""
b's8791',b'Movie',"b""You Don't Mess with the Zohan""",b'Dennis Dugan',"b'Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae'",b'United States',2019-09-01,2008,b'UR',b'113 min',"b'Action & Adventure, Comedies'",b'An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.'
b's8792',b'Movie',b'Young Adult',b'Jason Reitman',"b'Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser, Jill Eikenberry, Mary Beth Hurt, Collette Wolfe, Richard Bekins, Kate Nowlin'",b'United States',2019-11-20,2011,b'R',b'94 min',"b'Comedies, Dramas, Independent Movies'","b""When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex."""
b's8793',b'Movie',b'Young Tiger',b'Mu Chu',"b'Qiu Yuen, Charlie Chin, Jackie Chan, Hu Chin, Nan Chiang'",b'Hong Kong',2016-11-01,1973,b'NR',b'81 min',"b'Action & Adventure, International Movies'","b'Aided only by a tough female police officer, a Hong Kong taxi driver tries to escape from gangsters pursuing incriminating evidence left in his cab.'"
